Big Data Consultant,Mahindra Satyam,3.7
Business Analyst,Mahindra Satyam,6.7
Design Engineer,Mahindra Satyam,2.6
Project Lead,Mahindra Satyam,10.3
Project Manager,Mahindra Satyam,14.8
QA Lead,Mahindra Satyam,6.8
SAP Lead Consultant,Mahindra Satyam,9.7
Senior Consultant,Mahindra Satyam,18
Senior Software Engineer,Mahindra Satyam,6.2
Software Developer,Mahindra Satyam,3.8
Software Engineer,Mahindra Satyam,4.5
Systems Analyst,Mahindra Satyam,9.6
Team Lead,Mahindra Satyam,10.5
Test Analyst,Mahindra Satyam,4.2
Test Engineer,Mahindra Satyam,3.9
Test Lead,Mahindra Satyam,7.2
Quality Assurance Analyst,Manhattan Associates,6.5
Senior Software Analyst,Manhattan Associates,13.3
Senior Software Engineer,Manhattan Associates,10.3
Software Analyst,Manhattan Associates,8
Software Engineer,Manhattan Associates,7
Senior Software Development Engineer,MAQ Software,7.7
Software Developer,MAQ Software,6.3
Software Development Engineer,MAQ Software,4.8
Software Development Engineer In Test,MAQ Software,4.7
Associate,marketRx,7.4
Business Analyst,marketRx,6.5
Assistant Vice President,Markit,10.6
Vice President,Markit,15.4
Application Developer,Marlabs,1.6
Senior Software Engineer,Marlabs,3.6
Systems Engineer,Marlabs,1.6
Assistant Manager,Maruti Suzuki,6.5
Deputy Manager,Maruti Suzuki,8.8
Graduate Engineer Trainee,Maruti Suzuki,5.1
Software Engineer,Marvell Technology,9.2
Senior Software Design Engineer,Mascon Global,25.9
Senior Software Engineer,Mastek,5.8
Software Engineer,Mastek,4.8
Technical Team Lead,Mastek,8.3
Assistant Professor,Marwadi Education Foundation,5.7
Management Trainee,Marico,12
Catering Supervisor,Malabar Hill Club,1.7
Service Manager,Malabar Hill Club,4.4
Planner / Estimator,Mazagon Dock Ltd.,3.9
Assistant Manager - Marketing,Max Bupa Health Insurance,6.7
Senior Executive - Marketing,Manipal Health Enterprises,4.9
Senior Accountant,MA Realty,2.8
Associate Software Engineer,McAfee,4.8
Senior Financial Analyst,McAfee,13.4
Senior SQA Engineer,McAfee,9.5
Senior Software Engineer,McAfee,11.2
Senior Technical Lead,McAfee,29
Software Engineer,McAfee,6.6
Software QA Engineer,McAfee,8.2
Technical Lead,McAfee,15.9
Analyst,McKinsey & Company,7.8
Associate,McKinsey & Company,22.9
Business Analyst,McKinsey & Company,9.9
Consultant,McKinsey & Company,23.3
Junior Associate,McKinsey & Company,21.1
Junior Research Analyst,McKinsey & Company,5.2
Partner,McKinsey & Company,47.9
Research Analyst,McKinsey & Company,6.4
Senior Research Analyst,McKinsey & Company,11.3
Assistant Brand Manager,McCann World wide,4.5
Software Engineer,MediaTek,6.1
Module Lead,Megasoft,9.8
Senior Member of Technical Staff,Mentor Graphics,13.4
Engineer,Mercedes-Benz Research and Development India,6.2
AVP product delivery,Metabridge,25.2
Senior Technician,Metro Dairy,3.4
Software Engineer,Mercer,4.2
Product Developer,Mectron Dental,3.9
Applications Engineer,Microchip Technology,5.1
Junior Software Engineer,Microchip Technology,6.8
Principal Software Engineer,Microchip Technology,15.9
Engineer,Microland,3.6
Senior Engineer,Microland,4.3
Senior Manager,Microland,18.9
Senior Manager - Operations,Microland,15.8
Technical Support Engineer,Microland,3.5
Analyst,Microsoft,3.7
Associate Consultant,Microsoft,11.3
Consultant,Microsoft,15
Lead Software Development Engineer,Microsoft,14.5
Manager,Microsoft,12.8
Program Manager,Microsoft,17.5
Senior Program Manager,Microsoft,24.8
Senior Software Development Engineer In Test,Microsoft,31.8
Senior Test Lead,Microsoft,29.1
Software Development Engineer,Microsoft,13.4
Software Development Engineer In Test,Microsoft,13.4
Support Engineer,Microsoft,10.1
Technical Consultant,Microsoft,11.8
Technical Support Engineer,Microsoft,9.7
Test Lead,Microsoft,14.8
Software Engineer,Mindfire Solutions,4.8
Analyst,MindTree,7.3
Assistant Manager,MindTree,8.6
Associate,MindTree,4.6
Associate Consultant,MindTree,9.4
Associate Director - Business Development,MindTree,11.2
Business Analyst,MindTree,7.8
Consultant,MindTree,10.5
Lead,MindTree,8
Module Lead,MindTree,7
Principal Consultant,MindTree,20
Programmer Analyst,MindTree,4.4
Project Lead,MindTree,11.1
Project Manager,MindTree,16
Senior Analyst,MindTree,10.8
Senior Associate,MindTree,6
Senior Consultant,MindTree,12.8
Senior Engineer,MindTree,5.9
Senior Project Manager,MindTree,20.3
Senior Software Engineer,MindTree,5.3
Senior Test Engineer,MindTree,5.4
Software Engineer,MindTree,4.2
Technical Lead,MindTree,9.8
Test Engineer,MindTree,3.4
Test Specialist,MindTree,7.6
Tester,MindTree,4.2
Senior Verification Engineer,Mirafra Technologies,12.6
Software Engineer,Misys Banking Systems,9
Project Manager,Misys Software Solutions,23.1
Senior Business Analyst,Misys Software Solutions,20.3
Software Engineer,Misys Software Solutions,6.7
Consultant,Mindcraft,21.2
Associate Consultant,Model N,4.4
Analyst,Morgan Stanley,10.9
Manager,Morgan Stanley,15.7
Senior Associate,Morgan Stanley,10.1
Senior Manager - IT,Morgan Stanley,21.1
Senior Technical Associate,Morgan Stanley,11.6
Software Development Manager,Morgan Stanley,14.7
Technology Analyst,Morgan Stanley,11.8
Engineering Manager,Motorola Mobility,24.2
Engineering Project Manager,Motorola Mobility,23.6
Junior Software Engineer,Motorola Mobility,7
Senior Software Engineer,Motorola Mobility,11.2
Senior Staff Software Engineer,Motorola Mobility,19.9
Software Development Engineer,Motorola Mobility,5.2
Software Engineer,Motorola Mobility,6.5
Technical Lead,Motorola Solutions,12.4
Executive,Mother Dairy,3.9
Executive Sales,Moserbaer,4.4
Lead Quality Engineer,Motherson Sumi Systems,4.7
UI Developer L2,Mobikasa,7
Associate Consultant,MphasiS,7.4
Associate Information Architect,MphasiS,8.5
Associate Software Engineer,MphasiS,4.1
Business Analyst,MphasiS,10.1
Delivery Module Lead,MphasiS,8.6
Delivery Project Leader,MphasiS,14
Delivery Software Engineer,MphasiS,5.4
Junior Software Engineer,MphasiS,5.1
Lead Consultant,MphasiS,16.2
Module Lead,MphasiS,10.1
Program Manager,MphasiS,17.5
Project Lead,MphasiS,10.8
Project Manager,MphasiS,13.2
Project Manager - IT,MphasiS,5.9
Senior Analyst,MphasiS,8.9
Senior Software Engineer,MphasiS,8.1
Software Engineer,MphasiS,5.6
Team Lead,MphasiS,9.6
Trainee Software Engineer,MphasiS,3.6
Analyst,Mu Sigma,4.1
Associate Manager,Mu Sigma,9.9
Business Analyst,Mu Sigma,4
Manager,Mu Sigma,16.6
Senior Analyst,Mu Sigma,8.5
Senior Business Analyst,Mu Sigma,8.9
Senior Software Engineer,Nagarro Software,7.6
Consultant,National Institute for Smart Government,13.9
Applications Engineer,National Instruments,6.7
R&D Software Engineer,National Instruments,7.9
Software Engineer,National Instruments,7.9
Staff Software Engineer,National Instruments,8.8
Engineer,National Thermal Power,8.8
Accountant,National Insurance,1.6
Project Lead,National Stock Exchange,14.9
Manager Personnel & IR,Nalco Water India Limited,5.6
Branch sales manager,Naukri.com,10.3
Talent Manager,Naukri.com,46.7
Product Manager,Nature Technologies Pvt Ltd,18
Module Lead,NCR,15.4
Senior Software Engineer,NDS,9.7
Software Engineer,NDS,6.4
Technical Lead,NDS,15.8
Software Engineer,NDS Pay TV Solutions,6.7
Technical Lead,NDS Pay TV Solutions,12.5
Lead Development,Ness Technologies,12.1
Manual Tester,Ness Technologies,8.2
Oracle Application DBA,Ness Technologies,6.5
Senior Software Development Engineer,Ness Technologies,9.3
Senior Software Engineer,Ness Technologies,7.5
Software Engineer,Ness Technologies,3.6
Member of Technical Staff I,NetApp,8.8
Member of Technical Staff II,NetApp,11.8
Member of Technical Staff III,NetApp,13.8
Member of Technical Staff IV,NetApp,23
Business Analyst,Newgen Software,9.4
Delivery Project Leader,Newgen Software,15.1
Project Manager,Newgen Software,15.1
Senior Software Engineer,Newgen Software,8.6
Unit coordinator,Newbridge Business Centres,3.3
Admin/ facility officer,Netgear Research,3.4
Assistant Vice President - Sales,Newtech,47.7
Senior Test Engineer,Netlink,5.7
Senior Software Engineer,Network 18,6.6
Practice Lead,NEC,30.4
Business Analyst,Newgen,3.2
Senior Software Engineer,Neev,7.4
Software Engineer,Netcracker,5.6
Project Lead,Ness,12.6
Technical Analyst,Neebal Technologies,3.6
Senior Interactive Developer,Newco,6.3
Design Lead,Nihilent Technologies,11.4
Collections Executive,NIIT,4.1
Consultant,NIIT Technologies,18.4
Developer,NIIT Technologies,4.1
Project Manager,NIIT Technologies,19.2
Senior Software Engineer,NIIT Technologies,5.7
Senior Test Engineer,NIIT Technologies,12.6
Software Engineer,NIIT Technologies,4.8
Technology Analyst,NIIT Technologies,6.5
Test Engineer,NIIT Technologies,4.6
Java Architect,NIL Labs,12.8
Assistant Manager,NMDC,6.6
Architect,Nokia,13
Associate Software Engineer,Nokia,5.4
Management Trainee,Nokia,17
Product Manager,Nokia,24.3
Program Manager,Nokia,24.2
Project Manager,Nokia,23.5
R&D Engineer,Nokia,8.8
Senior Software Engineer,Nokia,11.5
Senior Test Engineer,Nokia,9.8
Software Engineer,Nokia,7.6
Software Test Engineer,Nokia,9.8
Specialist,Nokia,17
Development Lead,Nokia Siemens Networks,10.5
Packet Core Engineer,Nokia Siemens Networks,3.2
R&D Engineer,Nokia Siemens Networks,6.2
Senior Software Developer,Nokia Siemens Networks,8.9
Senior Software Engineer,Nokia Siemens Networks,9.7
Senior Testing Engineer,Nokia Siemens Networks,8.9
Software Developer,Nokia Siemens Networks,9.1
Software Engineer,Nokia Siemens Networks,7.1
Solution Engineer,Nokia Siemens Networks,11.8
Technical Lead,Nokia Siemens Networks,11.6
Developer Analyst,Nomura Holdings,5.5
Senior Analyst,Nomura Holdings,10.6
Software Developer,Nomura Holdings,8.7
Tech Lead,Nomura Holdings,12.7
Senior Software Developer,Nomura International,12.3
Analyst,Nomura Securities,6.8
Senior Analyst,Nomura Securities,6.8
Analyst,Northern Trust,2.2
Financial Analyst,Northern Trust,4.4
Portfolio Accounting Analyst,Northern Trust,3.5
Senior Associate (Operations),Northern Trust,6
Product Manager,Novell,22.5
Senior Associate,Novell,13.9
Software Consultant,Novell,10.8
Software Engineer Consultant,Novell,15.1
Software Specialist,Novell,16.5
Senior Software Engineer,Novellus,9
Software Support Engineer,Novellus,5.5
Assistant Manager - Operations,Nogle Technologies,2.2
Head - Program Management Office,Novozymes,43.8
Clinical Manager,Novartis,9.7
Clinical Publisher,Novartis,5.5
Assistant Software Engineer,Novell India Pvt. Ltd.,6.6
Senior Software Engineer,Novell India Pvt. Ltd.,5.9
Software Consultant,Novell India Pvt. Ltd.,13.9
Senior Systems Administrator,Nocme Technologies Pvt. Ltd.,2.2
Verification Engineer,nSys Design Systems,3.8
Junior Software Engineer,NTT DATA,3.2
Lead Engineer,NTT DATA,11.1
Team Lead,NTT DATA,5.8
Senior Software Engineer,Nucleus Software Exports,5.8
Software Engineer,Nucleus Software Exports,4.4
Test Engineer,Nucleus Software Exports,4
ASIC Design Engineer,NVIDIA,9.2
GPU QA Engineer,NVIDIA,8.1
Hardware Design Engineer,NVIDIA,16.1
Hardware Engineer,NVIDIA,9.8
QA Engineer,NVIDIA,7
Senior ASIC Design Engineer,NVIDIA,18.4
Senior Software Development Engineer,NVIDIA,22.1
Senior Software Engineer,NVIDIA,16.9
Senior Software Quality Assurance Engineer,NVIDIA,12.5
Senior Systems Software Engineer,NVIDIA,14.6
Software Engineer,NVIDIA,8.9
Systems Engineer,NVIDIA,9.5
Systems Software Engineer,NVIDIA,9.5
Design Engineer,NXP,8.6
Senior Software Engineer,NXP,8
Senior Software Engineer,Obopay,10.3
Product Manager,Ocwen Financial,20.1
Software Engineer,Ocwen Financial,4.8
Software Development Engineer,Olacabs,15.2
Associate General Manager,Olam International Limited,37.1
Bid Manager,Omnitech,6
Project Manager,One97 Communications,14.9
Assistant Executive Engineer,ONGC,8.5
Executive Engineer,ONGC,15
Engineering Lead,OnMobile,14.9
Product Manager,OnMobile,19.7
Regional Manager,OnMobile,10.2
Senior Software Engineer,OnMobile,10.5
Software Engineer,OnMobile,6.5
Software Quality Engineer,OnMobile,5.5
Technical Lead,OnMobile,15.4
Senior Software Engineer,One Network Enterprises,9.4
CRM developer,Onward Group,2.9
Graduate Engineer Trainee,ONGC Mangalore Petrochemicals Limited,6.3
SEO Executive,Ontarget,1.1
Java J2EE Developer,Oodles Technologies,3.2
Senior Software Engineer,Open Solutions,6.2
Senior Software Engineer,Opera Solutions,8.4
Software Developer,Opel it services,3.8
Junior Software Engineer,Opus software solutions,2.8
Software Development Engineer,Opus software solutions,2.8
Applications Developer,Oracle Financial Services,7.6
Applications Developer II,Oracle Financial Services,7.4
Applications Engineer,Oracle Financial Services,7.4
Applications Engineer II,Oracle Financial Services,10.7
Assistant Manager - Operations,Oracle Financial Services,7.4
Associate Applications Engineer,Oracle Financial Services,7.1
Associate Staff Engineer,Oracle Financial Services,6.8
Associate Staff Engineer,Oracle Financial Services,6.8
Business Analyst,Oracle Financial Services,11.1
Business Operations Analyst III,Oracle Financial Services,7.7
Consultant,Oracle Financial Services,8.6
Design and application engineer,Oracle Financial Services,7.4
Development Manager,Oracle Financial Services,17
IT Consultant,Oracle Financial Services,9
IT Consultant,Oracle Financial Services,9
Lead Financial Analyst,Oracle Financial Services,6.4
Member of Technical Staff,Oracle Financial Services,9.3
Oracle Principal Consultant,Oracle Financial Services,19.8
Oracle Principal Consultant,Oracle Financial Services,19.8
Principal Consultant,Oracle Financial Services,16.5
Principal Member of Technical Staff,Oracle Financial Services,20
Principal Product Manager,Oracle Financial Services,16.3
Principal SQA Engineer,Oracle Financial Services,11.3
Project Lead,Oracle Financial Services,11.7
Project Manager,Oracle Financial Services,12.8
QA Engineer,Oracle Financial Services,8.4
QA Engineer,Oracle Financial Services,8.4
Recruiter,Oracle Financial Services,8.1
Senior Applications Developer,Oracle Financial Services,10.4
Senior Applications Engineer,Oracle Financial Services,8.3
Senior Consultant (Consulting),Oracle Financial Services,10.6
Senior Development Manager,Oracle Financial Services,25.9
Senior Member of Technical Staff,Oracle Financial Services,11.8
Senior Principal Consultant,Oracle Financial Services,19.3
Senior Principal Consultant,Oracle Financial Services,19.3
Senior SQA Engineer,Oracle Financial Services,11.4
Senior Software Engineer,Oracle Financial Services,9.5
Senior Solutions Consultant,Oracle Financial Services,12.1
Senior Technical Analyst,Oracle Financial Services,7
Senior Technical Consultant,Oracle Financial Services,9.9
Software Developer,Oracle Financial Services,8.9
Software Development Engineer,Oracle Financial Services,11
Software Development Manager,Oracle Financial Services,24.4
Software Engineer,Oracle Financial Services,7.3
Software Engineer,Oracle Financial Services,7.3
Staff Software Engineer,Oracle Financial Services,9.6
System Analyst,Oracle Financial Services,5.2
Team Lead,Oracle Financial Services,11
Technical Analyst,Oracle Financial Services,7.5
Technical Application Engineer,Oracle Financial Services,7.9
Senior Database Administrator,Orange Business Services,12.8
Applications Developer,Oracle Financial Services,7.6
Applications Developer II,Oracle Financial Services,7.4
Applications Engineer,Oracle Financial Services,7.4
Applications Engineer II,Oracle Financial Services,10.7
Assistant Manager - Operations,Oracle Financial Services,7.4
Associate Applications Engineer,Oracle Financial Services,7.1
Associate Consultant,Oracle Financial Services,4.7
Associate Staff Engineer,Oracle Financial Services,6.8
Business Analyst,Oracle Financial Services,11.1
Business Operations Analyst III,Oracle Financial Services,7.7
Consultant,Oracle Financial Services,8.6
Development Manager,Oracle Financial Services,17
Financial Analyst,Oracle Financial Services,11
Financial Analyst,Oracle Financial Services,11
IT Consultant,Oracle Financial Services,9
Lead Engineer,Oracle Financial Services,14.2
Member of Technical Staff,Oracle Financial Services,9.3
Oracle Principal Consultant,Oracle Financial Services,19.8
Principal Consultant,Oracle Financial Services,16.5
Principal Member of Technical Staff,Oracle Financial Services,20
Principal Member of Technical Staff,Oracle Financial Services,20
Principal Product Manager,Oracle Financial Services,16.3
Principal SQA Engineer,Oracle Financial Services,11.3
Principal Software Engineer,Oracle Financial Services,15.6
Project Lead,Oracle Financial Services,11.7
Project Manager,Oracle Financial Services,12.8
QA Engineer,Oracle Financial Services,8.4
Recruiter,Oracle Financial Services,8.1
Senior Applications Developer,Oracle Financial Services,10.4
Senior Applications Engineer,Oracle Financial Services,8.3
Senior Consultant (Consulting),Oracle Financial Services,10.6
Senior Development Manager,Oracle Financial Services,25.9
Senior Member of Technical Staff,Oracle Financial Services,11.8
Senior Member of Technical Staff,Oracle Financial Services,11.8
Senior Product Manager,Oracle Financial Services,13.6
Senior SQA Engineer,Oracle Financial Services,11.4
Senior Software Engineer,Oracle Financial Services,9.5
Senior Software Engineer,Oracle Financial Services,9.5
Senior Technical Analyst,Oracle Financial Services,7
Senior Technical Analyst,Oracle Financial Services,7
Software Developer,Oracle Financial Services,8.9
Software Development Engineer,Oracle Financial Services,11
Software Development Engineer,Oracle Financial Services,11
Software Development Manager,Oracle Financial Services,24.4
Staff Consultant,Oracle Financial Services,8.5
Staff Software Engineer,Oracle Financial Services,9.6
System Analyst,Oracle Financial Services,5.2
Team Lead,Oracle Financial Services,11
Technical Analyst,Oracle Financial Services,7.5
Technical Application Engineer,Oracle Financial Services,7.9
Senior Consultant,OSI Technologies,14.2
Lead Developer,Owler,3.4
Engineer II,Parametric Technology,7.4
Technical Lead,Parametric Technology,12.6
Member of Technical Staff I,PayPal,22.2
Software Development Manager,PayPal,28.4
Software Engineer,PayPal,12
SEM - Team Lead,Paladion Networks,14.8
Software Developer,Paladion Networks,2.6
IT Executive,Parle Agro,4.4
Senior Manager - IT,Parle Agro,19.1
Senior Programmer,Parexel International,7.7
Assistant Food and beverage manager,Park Plaza Hotel,9.2
Principal Software Engineer,Pegasystems,14.8
Product Manager,Pegasystems,22.2
Software Engineer,Pegasystems,7.8
Solutions Engineer,Pegasystems,7.4
Systems Architect,Pegasystems,9.3
Associate,Perot Systems,4
QA Analyst,Perot Systems,3.2
Senior Software Analyst,Perot Systems,6.7
Senior Software Engineer,Perot Systems,6.4
Software Engineer,Perot Systems,3.7
Associate Strategist,Persistent Systems,5.7
Business Analyst,Persistent Systems,5.8
Member of Technical Staff,Persistent Systems,5
Module Lead,Persistent Systems,7.8
Programmer,Persistent Systems,3.9
Project Lead,Persistent Systems,13.7
Project Manager,Persistent Systems,15.7
Senior Software Engineer,Persistent Systems,6.4
Senior Team Lead,Persistent Systems,12.1
Software Engineer,Persistent Systems,4.8
Team Lead,Persistent Systems,9.3
Territory Development Manager,Pepsico,15.2
Team Lead,Percept Knorigin,4.1
Human Resources Executive,Pentair,3.7
Assistant Manager - Training,Pearson Education Services,4
Sales Executive,Pearson Education Services,4.9
Software Developer,Pearson Education Services,3.8
Executive,Pearl Polymers,3
Executive,Pearl Polymers,3
Human Resources Executive,People Combine,2.6
Management Trainee,Pfizer,4.9
Business Analyst,PharmARC Analytic Solutions,3.6
Senior Software Engineer,Philips Electronics,7.7
Software Engineer,Philips Electronics,6.2
Engineer,Philips Healthcare,5.7
Officer Trainee,Philips Healthcare,2.7
Senior Software Engineer,Philips Healthcare,8
Senior Technical Specialist,Philips Healthcare,17
Software Engineer,Philips Healthcare,5.3
Technical Specialist,Philips Healthcare,15.7
Business Analyst,Photon Infotech,4.1
Executive Presales,Photon Infotech,5.2
Senior Software Engineer,Pitney bowes,10.5
Senior Support Engineer,Pitney bowes,6.3
Software Test Engineer,PISoftek Ltd,2.6
Assistant Restaurant Manager,Pizza Hut,2.7
3D Modeller,Pixelkraft Media Solution,4.1
Assistant Manager,Pinnacle Infotech Solutions,4.5
Software Engineer,Playdom,12.6
Retail Store Manager,PlanetM,2.2
Software Engineer,Player X Mobile,5.2
Business Analyst,PManifold Business Solutions,1.9
Application Developer,Polaris Software Lab,4.5
Assistant Vice President,Polaris Software Lab,24.8
Associate Consultant,Polaris Software Lab,4.8
Consultant,Polaris Software Lab,7.3
Java Developer,Polaris Software Lab,3.6
Project Manager,Polaris Software Lab,20.2
Senior Project Lead,Polaris Software Lab,10.2
Team Lead,Polaris Software Lab,8.1
Dy Manager - Business Development,Pon Pure Chem,7.5
Associate Software Engineer,Polaris Networks,4.7
Development Engineer,Pramati Technologies,6.8
Senior Development Engineer,Pramati Technologies,13.7
Advisory Manager,PricewaterhouseCoopers,17.6
Assistant Manager,PricewaterhouseCoopers,9.8
Associate,PricewaterhouseCoopers,8.8
Consultant,PricewaterhouseCoopers,9.6
Director,PricewaterhouseCoopers,53.1
Manager,PricewaterhouseCoopers,17.7
Principal Consultant,PricewaterhouseCoopers,15.6
SAP Senior Consultant,PricewaterhouseCoopers,12.4
Senior Associate,PricewaterhouseCoopers,8.6
Senior Consultant,PricewaterhouseCoopers,12.4
Senior SAP Consultant,PricewaterhouseCoopers,9.8
Software Engineer,PricewaterhouseCoopers,6.6
Senior Software Engineer,ProKarma,9.1
Technical Lead,ProKarma,12.8
Assistant Manager - Marketing,Prateek apparels,4.3
Senior Software Developer,Propalms Network,11
Software Architect,Propalms Network,15.8
Associate,Principal Global Services,5.2
Process trainer,Principal Global Services,6.3
Test Analyst,Principal Global Services,5.2
Software Engineer,Prodapt Software,5.6
Senior Engineer,Prysm,9.4
Front-end Developer,Practo Technologies,3.8
Software Engineer,Practo Technologies,13.7
Software Engineer,PSL,4.6
Engineer II,PTC Software,7.2
QA Engineer,PTC Software,6
Senior Engineer,PTC Software,12.5
Software Engineer,PTC Software,9.1
Cabin Crew (Female) Air Hostess,Qatar Airways,9.5
Software Engineer,Qburst Technologies,3.4
Engineer,QLogic,6.3
Senior Software Developer,QLogic,13.8
Associate Software Engineer,Qualcomm,6.8
Engineer,Qualcomm,10.4
Senior Design Verification Engineer,Qualcomm,19.3
Senior Engineer,Qualcomm,13.2
Senior Programmer Analyst,Qualcomm,15.8
Senior Software Engineer,Qualcomm,12.4
Software Engineer,Qualcomm,10.7
Senior Engineer,Quest Inc,5.2
Director,Quintiles,52.7
Director of Engineering,Quintiles,30.2
Senior Engineer,Quest Global,4.9
Business Analyst,Quexa Systems,1.9
Principal Software Engineer,Quikr,23.5
Programmer Analyst,Quinnox,10.5
JBOSS Administrator,Qvantel Software Solutions,11.1
Module Lead,Qwest,11
Senior Software Engineer,Qwest,8.7
Software Engineer,Qwest,6.4
Business Analyst,Ramco Systems,5.7
C++ Developer,Rancore Technologies,4
Management Trainee,Rallis India Ltd,5
Team Lead,Radisys,17.3
General Manager,Ranbaxy,31.5
Software Developer,Raygain,2.2
Excise assistant,Ravikiran,1.9
Team Lead,Rare Mile Technologies,10.5
Process Associate,RBS,2.3
Product Engineer,Rediff.com,11.2
Software Developer,Reflexis Systems,5.9
Assistant Manager,Reliance Communications,4.8
Deputy Manager,Reliance Communications,6.4
General Manager,Reliance Communications,36.2
Member Information Technology,Reliance Communications,4.8
Senior Executive,Reliance Communications,4.2
Chemical engineer,Reliance Industries,2.5
Engineer,Reliance Industries,7.4
Lead Engineer,Reliance Industries,12.6
Manager,Reliance Industries,7.3
Project Manager,Reliance Industries,16.8
Reservoir Engineer,Reliance Industries,8
Assistant Manager,Reliance Infrastructure,6.2
General Management Trainee,Reliance Power,12.6
Manager,Reliance Power,12.7
Engineer,Renault,6.8
Director,Reasoning Global eApplications,22.7
Accountant,Relaxo Footwears,2.2
Trainee,Renault Nissan Technology Business Centre,4.2
Principal Consultant,Realsoft,15.8
Technical Lead,Realsoft,15.8
General Manager,Rexnord,16.7
Senior Technical Support Engineer,Red Hat,8.7
PR Manager,Redbus.in,3.3
Software Developer,RealPage,8.3
QA Engineer,Rewise Analytics and Technologies,3
Assistant General Manager - Sales,REVE Systems,21.7
Project Lead,REVE Systems,14
Senior Software Engineer,REVE Systems,12
Junior Software Engineer,RMN Infotech,1.6
Architect,Robert Bosch,12.1
Assistant Manager,Robert Bosch,9
Associate Project Manager,Robert Bosch,9
Mechanical Design Engineer,Robert Bosch,3.3
Project Manager,Robert Bosch,13.7
SAP Consultant,Robert Bosch,14.2
Senior Software Engineer,Robert Bosch,7.6
Software Engineer,Robert Bosch,4.4
Systems Engineer,Robert Bosch,4.2
Technical Specialist,Robert Bosch,10.4
